dateD,dailyPM,dailyTemp,dailyRH,dailyCVDin
1/1/2002,12.064220026756752,-3.05909066084931,61.16051794269953,164
1/1/2003,22.85961585199898,5.474739526171563,94.76033056206425,136
1/1/2004,10.456460325599595,2.9540679452197294,75.47059429102744,131
1/1/2005,20.242108786487023,6.779755669415593,84.769262278366,173
1/1/2006,17.94788349620734,2.5558576774249424,90.89903289550519,162
1/1/2008,18.094620861214125,3.2854517636454967,85.07271160198984,122
1/1/2009,9.718894781283682,-6.8238715383039645,66.5042538149141,87
1/10/2002,18.449535269212134,4.265647413063555,84.3086795952121,242
1/10/2003,11.151257077897082,2.5734588768657343,76.49454361370695,217
1/10/2004,9.564879806848403,-12.225998606704625,47.18476774307403,144
1/10/2005,17.606772557706403,1.54659713848516,92.30072091190321,257
1/10/2006,15.901512534769772,4.882551682390855,77.7144154608188,236
1/10/2007,10.718145106752392,0.0686266819430889,74.81020867197758,210
1/10/2008,10.611849848926006,5.067748431774994,67.08826949657944,201
1/10/2009,11.761543997419981,-2.925194327485192,79.95472768448049,135
1/11/2002,17.015825778002633,4.432530041194009,88.46742161799448,238
1/11/2003,8.309906869538391,-1.6604837594992738,61.22230974636682,162
1/11/2004,11.660940273387602,-9.196109891691304,45.96848142327899,153
1/11/2005,13.794461159225177,0.9541131587017545,86.05302316231736,229
1/11/2006,23.953070562532744,5.324359070016598,88.13688571041475,262
1/11/2007,12.036926119967712,-2.053056496755053,77.46589635030892,218
1/11/2008,13.481840586569051,8.462527055154087,92.14089564436628,190
1/11/2009,13.048757119393654,-0.6829177807576525,90.75725912508518,103
1/12/2002,9.25103484129983,2.7768448564983594,76.93349348540325,177
1/12/2003,9.576535286826527,-2.1004769114827,63.79410063305209,173
1/12/2004,20.78096934325105,-1.04316216181245,86.25405545338529,272
1/12/2005,11.789760807561175,2.8428275168168518,92.6643587244024,247
1/12/2006,15.325694253536916,8.932989401498546,85.12392342243301,244
1/12/2007,16.149593424117995,3.3981663783688294,86.1912639442233,180
1/12/2008,13.441652237339747,6.876631313550679,78.11280251576397,113
1/12/2009,14.956350326564719,-3.093328306473057,80.57159931979211,219
1/13/2002,8.922513748307214,2.8756719816180976,79.21928462948493,164
1/13/2003,12.229721297734239,-0.9144575952677468,69.77922085253232,258
1/13/2004,13.558796200624505,1.2006936771658516,82.95130089343134,246
1/13/2005,22.63892391475466,5.624349187737191,93.82302049777294,211
1/13/2006,21.159937783275208,6.502388846232165,91.61546420657255,224
1/13/2007,22.901734862651164,7.86835727388215,94.70153628855519,173
1/13/2008,12.333749784865885,3.7711953472667052,79.83491696278581,107
1/13/2009,18.064691285665933,-0.9969729953007677,87.45133387120308,171
1/14/2002,9.906884141823747,1.0632538936447702,71.17939492097682,245
1/14/2003,7.556719979234589,-3.6601556467886214,54.96913511514798,221
1/14/2004,8.476426418995263,-9.263429085567845,46.897834011378166,219
1/14/2006,7.665095000900903,10.797881009586021,97.86818996491739,170
1/14/2007,16.133022211737718,8.156436809186836,93.49048651000724,150
1/14/2008,8.638864665565686,2.8717017307769184,90.70624115905638,221
1/14/2009,13.38347941687799,-2.944879500449228,71.00030866933052,173
1/15/2002,17.893958428443916,4.881188130523871,82.82718310034222,259
1/15/2003,10.14878763758339,-3.080715113304701,59.52039196372646,251
1/15/2004,10.650877530677484,-10.460492523411668,76.60262801266292,198
1/15/2005,10.04785851679722,0.36268743320432956,54.34079185234113,150
1/15/2006,4.741198532182902,-0.2451059121863033,63.67953913619938,117
1/15/2007,17.711953704250437,8.82777153622877,92.20998919137095,184
1/15/2008,12.37876046664929,1.1724500842320242,87.39008683758601,189
1/15/2009,12.662232223010928,-5.523614088799717,72.08037211445735,189
1/16/2002,9.096705830229308,2.7772653515601524,69.08773760231057,230
1/16/2003,12.218431650970082,-4.503507359870842,68.34698012887986,229
1/16/2004,8.569707823713694,-13.34419500971972,74.00792135493576,205
1/16/2005,11.019149677442558,0.21333825873898937,52.52584816626042,156
1/16/2006,8.161219582604955,-7.146558243021796,72.28863773189379,196
1/16/2007,15.23278784001557,7.684226360292977,76.04069899850315,265
1/16/2008,8.41583048129003,-0.19562291279096622,81.8621613060442,195
1/16/2009,14.169411753210621,-8.958238601469237,63.850989001667,161
1/17/2002,14.190094745125247,3.539156175457146,67.63940166464143,216
1/17/2003,14.839142595834222,-2.7040237367779216,80.88250522266917,230
1/17/2004,9.669124523234057,-7.386795608575359,88.6717541787528,156
1/17/2005,10.717855481984207,-1.9532419441821742,69.48653162240541,185
1/17/2006,13.887526779075031,-1.3931130448159987,81.2754726708593,228
1/17/2007,8.816071800166432,-3.947744095322486,43.037043335526775,192
1/17/2008,9.234345919509812,-0.936258660339685,82.7935657675398,167
1/17/2009,15.399412225374194,-10.206745749515084,69.51086599498015,124
1/18/2002,10.830077246481496,1.2233526168093292,59.21297858816732,185
1/18/2003,10.64501023385063,-8.89765560683765,68.86896210287466,169
1/18/2004,14.88391379088267,-0.6470386620151746,94.24093235443387,137
1/18/2005,9.43591752329901,-8.165846926489209,54.70400377721317,208
1/18/2006,8.2318293855280409,6.683554129870976,90.60501028290795,219
1/18/2007,15.059864130528519,-0.7580794893412377,68.8668888750917,215
1/18/2008,9.909634158857111,3.4858512942869555,85.73772046402365,199
1/18/2009,15.276127399304698,-2.204425530871172,88.90862367390292,132
1/19/2002,10.464166024790055,-0.20774208765157706,52.087825734200905,161
1/19/2003,16.316063667843693,-6.483828746960814,71.9237501152807,158
1/19/2004,8.412470970074738,-3.2028460456647005,75.94911692216567,167
1/19/2005,12.123240617614417,-7.585457326184235,76.8327092977313,221
1/19/2006,12.592099777815235,2.7730662509856416,69.74554188621029,231
1/19/2007,16.596623143979432,2.66539544752012,82.56451189863273,207
1/19/2008,10.938784515187704,-0.7334785212924121,81.74735570863801,132
1/19/2009,27.56684681023049,-0.6008169367116462,92.46478405748262,123
1/2/2002,10.515788026445565,-2.8725601730939303,67.02141788633409,274
1/2/2003,8.425077039235937,1.7263610201224862,85.86263911277713,269
1/2/2004,14.706348571943723,3.91310448886905,83.31377548761715,217
1/2/2005,9.243554985588615,2.854210198962329,81.66577098512343,158
1/2/2006,14.009195891981207,3.225344174961802,84.76102989899309,179
1/2/2008,10.64809269463873,-0.6981063907977277,81.36192676273218,214
1/2/2009,13.398181205646441,-2.476522097910401,79.5904206472384,180
1/20/2002,13.997215993427876,-0.6972104956157655,87.47479735983318,145
1/20/2003,12.017977454178421,-4.037266248676872,66.97354621885785,202
1/20/2004,8.246133529693035,-6.283160629827063,79.05900338079883,268
1/20/2005,14.678480754992,-2.7170680902925985,79.00683157162642,218
